date,Overall,ADA,BNB,BTC,ETH,Meme,Mixed,SOL,TON,USDC,USDT,XRP
2025-05-10,92.6978,,99.8443,89.3873,99.6237,88.8528,99.0372,0.7900,,,,99.5492
2025-05-11,88.9372,98.3900,,81.4661,96.6600,,79.1407,,,99.7300,,99.8601
2025-05-12,91.5231,,98.9150,98.4800,99.8200,,99.4959,,,,,
2025-05-13,97.5952,99.9469,,95.6922,97.2268,50.6844,91.5990,99.6815,99.9400,99.9750,,99.4020
2025-05-14,91.8288,,,74.6151,99.7950,92.4521,73.1122,98.6900,,,,99.4780
2025-05-15,94.3276,98.6700,,99.1566,98.8909,73.3350,99.6070,,,,96.0150,95.9224
2025-05-16,87.3029,,,92.3248,,99.9259,97.2683,43.1892,,,99.8850,88.1384
2025-05-17,88.7961,1.7400,,86.6686,61.2414,,77.3949,,,,,94.1268
2025-05-18,88.5130,,,78.1133,96.9916,,96.2568,98.7650,,,4.9650,98.4228
2025-05-19,86.2027,99.7600,,89.5552,96.0231,2.4150,96.4638,83.0352,,,,94.8887
2025-05-20,90.1306,96.3000,,93.4476,97.5200,98.9400,80.0242,99.0160,99.7050,,,96.4295
2025-05-21,86.6891,95.0853,,96.5692,94.9782,98.0607,70.2118,,,,,99.7882
2025-05-22,94.5600,,96.1550,86.2417,99.9624,,98.4707,99.8790,,,,99.0062
2025-05-23,96.4130,,,99.3741,99.8866,99.9077,88.5064,98.7683,,,,98.9216
2025-05-24,90.3682,99.1150,,79.9025,71.0255,,78.1839,88.2500,,,99.5250,98.3592
2025-05-25,95.1255,,,94.3038,,,98.0006,,,,99.8750,99.8147
2025-05-26,87.4106,,,93.3086,90.1000,,97.2947,83.2306,,,,88.2469
2025-05-27,90.4462,,,86.7464,98.4864,,87.6478,37.5000,,,,
2025-05-28,87.8310,,,96.8974,99.6850,,84.6037,41.2536,99.7623,,,99.5114
2025-05-29,96.1069,,,99.2919,99.9500,99.6650,98.6138,98.3423,99.8743,99.9700,,96.6005
2025-05-30,85.9288,99.8450,,87.3165,93.3819,40.4325,97.1687,60.9754,,99.9645,,99.4178
2025-05-31,84.8747,,,98.8470,,71.7772,85.0740,,,,,96.1315
2025-06-01,87.1913,12.4700,,91.0359,28.7178,94.1349,75.6266,,,,99.6700,89.6559
2025-06-02,83.7621,,,79.2441,92.2599,99.7745,68.2700,96.9650,,93.8950,,94.5629
2025-06-03,90.4084,,,56.6430,92.7838,99.8038,97.6440,,,62.9188,88.9150,99.8819
2025-06-04,91.4447,99.2350,,87.9610,99.5978,99.9400,96.0374,15.1400,,,,96.5471
2025-06-05,88.6840,,97.7950,75.7447,98.5167,48.4178,98.2893,,99.4000,,20.7050,69.0614
2025-06-06,76.1378,,,55.5885,56.5639,91.9518,81.3152,,85.9200,68.0600,,52.0805
2025-06-07,86.3335,,,92.6742,93.4450,79.5178,62.8315,95.2100,,86.3450,,98.4201
2025-06-08,91.7716,,,87.0725,,,97.5818,,,,,94.2200
2025-06-09,90.7725,,98.4500,90.1375,96.4125,99.8250,82.9148,99.3637,,,,98.4637
2025-06-10,91.1620,99.4000,,73.8947,98.3042,98.1872,96.3842,,,99.5950,0.0850,99.0672
2025-06-11,94.7030,,,99.1226,97.7751,,96.0911,99.2600,,91.7850,,97.6045
2025-06-12,92.5021,,,82.9015,99.0430,99.7050,98.6261,99.6320,,,,98.4110
2025-06-13,83.9472,30.9100,,92.0570,52.9499,66.2811,81.0449,83.7335,,99.8600,99.9450,69.9266
2025-06-14,86.1711,,,88.0475,78.2344,72.4563,98.9326,99.4885,,,,91.7564
2025-06-15,92.3107,99.6903,7.9900,47.3790,,92.7750,91.5649,94.6700,,99.7850,99.2700,97.5941
2025-06-16,92.4603,,,77.9955,90.4711,,83.7021,,,,,95.8563
2025-06-17,92.4640,4.0700,97.3350,89.4691,97.6800,,96.3796,59.5921,,,,73.5148
2025-06-18,80.8430,,,84.1676,98.0362,99.4378,91.3406,,,,,88.8127
2025-06-19,84.3550,,,95.3216,99.6057,,69.8776,94.7743,,62.5000,99.1800,75.4205
2025-06-20,83.3492,,,81.6433,75.5300,,96.3814,99.9800,,,,63.3491
2025-06-21,91.3811,,41.1050,71.0760,61.3150,99.4450,92.4310,93.8950,,97.6373,,96.5305
2025-06-22,78.1530,95.0856,,67.8734,0.3400,,15.5005,49.0927,83.7000,,,70.3837
2025-06-23,80.1542,,,79.6211,,,77.7521,,,34.0900,,73.2014
2025-06-24,94.7744,,97.8900,96.0312,97.1214,,93.7143,,,,,90.0141
2025-06-25,89.6419,34.0900,98.8400,93.1445,2.6050,,70.8813,67.6350,,,99.6571,60.4615
2025-06-26,93.0915,,,94.8466,80.6200,,97.8962,99.5234,99.8150,,,91.7130
2025-06-27,96.2353,,,99.2382,99.9245,36.3400,98.6592,94.8600,,,,92.1822
2025-06-28,87.2552,,99.1127,80.5790,72.4150,99.9700,95.8228,89.8699,,91.6700,,94.1947
2025-06-29,95.4026,,,95.7562,52.6217,,99.2706,93.4450,,,,98.0470
2025-06-30,92.5370,,88.6822,82.4228,84.9092,97.0100,98.3066,94.5404,,,,98.1366
2025-07-01,98.6935,99.7250,,97.4220,99.4899,,98.2924,99.7997,,99.4378,,97.9628
2025-07-02,95.3807,,,96.0155,99.5415,,98.6705,,,99.8800,4.2350,99.2246
2025-07-03,91.7408,,,88.0767,99.9299,,74.9474,77.4159,99.8400,,,99.1230
2025-07-04,93.5163,99.6000,86.0026,96.3206,99.8387,97.5450,93.3088,99.7537,,,99.9800,99.6708
2025-07-05,89.8952,,,86.9573,99.9748,94.5757,99.2918,99.5550,,,99.0900,84.8664
2025-07-06,91.1428,,,81.4688,94.8663,98.9419,99.6850,,99.2600,,,82.0974
2025-07-07,90.2505,,,74.1420,99.9779,87.1262,98.7669,83.6100,99.9050,,99.8950,78.2104
2025-07-08,92.0948,97.1150,99.9900,93.4995,64.4525,,97.4674,73.8350,99.8100,,89.8200,98.3114
2025-07-09,91.9653,,96.0050,93.2636,99.8988,98.9945,97.2673,92.7175,,99.9600,,89.3839
2025-07-10,92.0282,,99.8672,94.3841,98.6227,87.0200,95.1106,12.5654,,,,99.8465
2025-07-11,90.4900,99.6100,,89.4198,99.7679,99.9166,78.4391,98.8947,,,,99.7871
2025-07-12,89.5896,,96.8550,92.2266,98.4979,92.5381,98.4104,99.0500,,,,98.5037
2025-07-13,94.1943,,,98.3006,91.1638,99.1679,96.4832,,,,,91.0925
2025-07-14,90.3072,,,95.7070,99.0198,99.5050,90.6201,95.3100,,,,99.6923
2025-07-15,93.8405,,,91.0589,78.3655,60.6390,99.4399,99.2000,,77.3650,,97.1963
2025-07-16,93.0867,,,88.3443,99.2821,99.6150,99.0315,74.6950,,,,99.2291
2025-07-17,94.7987,,,98.6227,71.7262,99.4029,99.0467,89.4800,,,99.9850,99.2028
2025-07-18,94.7126,,99.6450,91.3414,98.1791,93.1100,97.7838,,,,,96.0020
2025-07-19,92.0579,,,79.4189,98.3900,99.5966,99.6855,,,,92.5650,98.5230
2025-07-20,90.9592,,,81.7918,99.6865,,78.7579,99.4350,,,,99.2118
2025-07-21,92.2017,,,97.8145,76.2974,89.4800,98.1305,82.4300,99.7350,,,99.8487
2025-07-22,96.5264,97.4200,,99.6747,99.5167,96.9496,93.0441,,,,,94.9752
2025-07-23,94.9505,99.8600,97.6900,79.4213,99.2991,97.9550,99.8782,99.0373,,,,98.4289
2025-07-24,88.6526,99.5100,,93.5738,92.3282,91.5450,69.0853,99.1900,98.9272,,,97.3887
2025-07-25,91.7443,99.6500,91.5450,95.4531,98.9087,,98.2445,,,,,98.7297
2025-07-26,95.8382,97.2900,96.4300,96.5506,99.5254,94.8070,99.1709,,,,,98.8099
2025-07-27,98.3821,,94.2264,91.4147,93.5793,,97.2688,,,,,98.7837
2025-07-28,97.5940,,99.7166,98.5157,98.6429,99.9443,99.6345,99.9900,,,99.9600,99.2815
2025-07-29,90.7842,,91.5450,92.7522,99.9012,,88.8751,,62.5000,,,1.3050
2025-07-30,95.2541,,,97.3260,99.9036,95.0500,77.0309,99.9900,,99.9682,,42.8890
